Date,Time,Temperature,Humidity,Wind Speed,Weather Condition
2024-12-06,15:00:00,0.6389413988657845,0.38888888888888884,0.6363636363636364,clear sky
2024-12-06,18:00:00,0.5368620037807182,0.38888888888888884,0.3939393939393939,scattered clouds
2024-12-06,21:00:00,0.41871455576559546,0.38888888888888884,0.47619047619047616,overcast clouds
2024-12-07,00:00:00,0.4253308128544423,0.38888888888888884,0.23376623376623384,overcast clouds
2024-12-07,03:00:00,0.4555765595463136,0.38888888888888884,0.03030303030303033,overcast clouds
2024-12-07,06:00:00,0.8941398865784497,0.05555555555555558,0.37229437229437234,overcast clouds
2024-12-07,09:00:00,0.9999999999999999,0.05555555555555558,0.6493506493506493,overcast clouds
2024-12-07,12:00:00,0.6710775047258978,0.38888888888888884,0.20779220779220786,overcast clouds
2024-12-07,15:00:00,0.5453686200378071,0.6111111111111112,0.5411255411255411,overcast clouds
2024-12-07,18:00:00,0.46502835538752374,0.7222222222222221,0.7445887445887447,overcast clouds
2024-12-07,21:00:00,0.4253308128544423,0.7222222222222221,1.0,overcast clouds
2024-12-08,00:00:00,0.38941398865784504,0.6666666666666667,0.7575757575757576,overcast clouds
2024-12-08,03:00:00,0.4584120982986767,0.5,0.20779220779220786,overcast clouds
2024-12-08,06:00:00,0.839319470699433,0.11111111111111116,0.34632034632034636,overcast clouds
2024-12-08,09:00:00,0.9404536862003782,0.11111111111111116,0.645021645021645,overcast clouds
2024-12-08,12:00:00,0.5434782608695653,0.5,0.5541125541125542,broken clouds
2024-12-08,15:00:00,0.339319470699433,0.7777777777777777,0.7878787878787878,scattered clouds
2024-12-08,18:00:00,0.24385633270321372,0.7222222222222221,0.722943722943723,few clouds
2024-12-08,21:00:00,0.12665406427221182,0.7777777777777777,0.4502164502164503,clear sky
2024-12-09,00:00:00,0.001890359168241984,1.0,0.0692640692640693,clear sky
2024-12-09,03:00:00,0.11436672967863892,1.0,0.0,clear sky
2024-12-09,06:00:00,0.5879017013232514,0.8888888888888888,0.6060606060606062,clear sky
2024-12-09,09:00:00,0.7429111531190925,0.5555555555555556,0.7878787878787878,clear sky
2024-12-09,12:00:00,0.3837429111531191,0.6666666666666667,0.5194805194805195,clear sky
2024-12-09,15:00:00,0.18431001890359167,0.9444444444444444,0.7619047619047619,clear sky
2024-12-09,18:00:00,0.10775047258979198,0.8888888888888888,0.7316017316017316,clear sky
2024-12-09,21:00:00,0.041587901701323315,0.5555555555555556,0.7186147186147187,clear sky
2024-12-10,00:00:00,0.005671077504725841,0.6111111111111112,0.5194805194805195,few clouds
2024-12-10,03:00:00,0.08223062381852553,0.9444444444444444,0.515151515151515,broken clouds
2024-12-10,06:00:00,0.6890359168241965,0.33333333333333326,0.4329004329004329,broken clouds
2024-12-10,09:00:00,0.8374291115311906,0.11111111111111116,0.7099567099567099,broken clouds
2024-12-10,12:00:00,0.42155009451795833,0.6111111111111112,0.3939393939393939,broken clouds
2024-12-10,15:00:00,0.24196597353497162,0.8333333333333333,0.5021645021645021,overcast clouds
2024-12-10,18:00:00,0.1379962192816635,0.8888888888888888,0.4069264069264069,overcast clouds
2024-12-10,21:00:00,0.05671077504725908,0.9444444444444444,0.46753246753246747,clear sky
2024-12-11,00:00:00,0.0,0.8888888888888888,0.47186147186147187,clear sky
2024-12-11,03:00:00,0.10869565217391297,0.7222222222222221,0.4199134199134199,clear sky
2024-12-11,06:00:00,0.7419659735349716,0.16666666666666674,0.47186147186147187,clear sky
2024-12-11,09:00:00,0.8998109640831756,0.0,0.6623376623376624,clear sky
2024-12-11,12:00:00,0.4158790170132324,0.4444444444444444,0.35497835497835495,clear sky
